Rank,Name,Score
1,Kristof Verschoren,80.73
1,Peter Cuypers,86.74
1,Johan Van den Brande,82.4
1,Steeve Hansoulle,60.97
1,Sacha Monnom,79.29
1,Olivier Leroy,74.74
1,Axel Hansoulle,61.46
1,Cedric Prinsen,74.66
1,Jean-Luc Dufour,53.76
